runId,test_id,testcase,bus_protocol,arbitration_scheme,psel_count,wait_state_cfg,retry_limit,parity_mode,baud_rate,fifo_depth,dma_enable,irq_mode,clk_mhz,apb_data_width,addr_width_bits,timeout_us,num_agents,agent_mode,env_mode,test_mode_enabled,reset_cycles,coverage_enable,assertion_enable,uvm_verbosity,debug_mode,error_injection_enable,error_injection_rate,compile_options,sim_options,vendor_ip_rev,lint_waivers,num_transactions,clock_period_ns,test_class,sequence_name,protocol
RUN-000574,irq_storm_test-000574,Irq_Storm,APB3,priority,2,6,1,even,460800,16,0,edge,100,32,32,100,2,ACTIVE,functional,0,16,0,1,UVM_LOW,0,1,0.0113,-O2 -sv,+UVM_TESTNAME=auto,r1p2,8,192,10.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-000575,dma_burst_test-000575,Dma_Burst,APB4,static,4,6,2,none,115200,32,1,level,100,32,32,250,1,ACTIVE,functional,0,4,0,1,UVM_MEDIUM,0,1,0.003,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,8,384,10.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-000576,backpressure_test-000576,Backpressure,APB3,round_robin,4,2,1,odd,115200,64,1,edge,100,16,32,500,2,PASSIVE,stress,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,2,768,10.0,backpressure_test,backpressure_seq,APB3+UART
RUN-000577,irq_storm_test-000577,Irq_Storm,APB4,round_robin,4,0,2,none,460800,8,1,level,100,32,32,250,3,ACTIVE,stress,0,8,1,1,UVM_MEDIUM,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,10,96,10.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-000578,dma_burst_test-000578,Dma_Burst,APB4,round_robin,4,7,0,even,460800,32,1,edge,50,32,32,50,1,ACTIVE,functional,1,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,8,384,20.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-000579,backpressure_test-000579,Backpressure,APB4,priority,8,3,4,odd,230400,64,1,edge,50,16,32,50,1,ACTIVE,regression,1,8,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,8,768,20.0,backpressure_test,backpressure_seq,APB4+UART
RUN-000580,dma_burst_test-000580,Dma_Burst,APB3,priority,2,2,1,none,1500000,4,0,edge,25,32,32,250,3,PASSIVE,functional,1,16,1,1,UVM_LOW,0,1,0.0341,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,8,48,40.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-000581,reset_recovery_test-000581,Reset_Recovery,APB3,round_robin,2,7,0,odd,921600,32,0,edge,200,32,16,500,2,ACTIVE,functional,1,8,1,1,UVM_MEDIUM,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,0,384,5.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-000582,backpressure_test-000582,Backpressure,APB3,priority,2,6,0,even,230400,16,1,edge,50,32,16,250,1,ACTIVE,stress,0,4,1,1,UVM_LOW,1,1,0.032,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,8,192,20.0,backpressure_test,backpressure_seq,APB3+UART
RUN-000583,parity_stress_test-000583,Parity_Stress,APB4,static,2,5,1,odd,115200,16,0,edge,100,32,16,500,1,ACTIVE,functional,0,4,0,1,UVM_HIGH,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p2,6,192,10.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-000584,reset_recovery_test-000584,Reset_Recovery,APB4,round_robin,8,4,0,none,115200,8,0,level,50,16,32,250,2,PASSIVE,functional,0,8,1,1,UVM_MEDIUM,0,1,0.0179,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,7,96,20.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-000585,parity_stress_test-000585,Parity_Stress,APB3,round_robin,8,5,4,even,230400,16,1,level,25,32,32,50,2,ACTIVE,regression,1,4,1,1,UVM_HIGH,0,1,0.0324,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,11,192,40.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-000586,dma_burst_test-000586,Dma_Burst,APB3,round_robin,8,1,0,odd,115200,8,1,edge,200,16,32,500,2,ACTIVE,functional,0,8,1,1,UVM_LOW,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,5,96,5.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-000587,backpressure_test-000587,Backpressure,APB3,round_robin,8,3,1,none,921600,16,0,edge,200,8,16,50,3,PASSIVE,functional,0,8,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,1,192,5.0,backpressure_test,backpressure_seq,APB3+UART
RUN-000588,parity_stress_test-000588,Parity_Stress,APB4,priority,2,6,0,none,1500000,4,0,edge,25,8,32,50,1,ACTIVE,stress,0,16,1,0,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,5,48,40.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-000589,reset_recovery_test-000589,Reset_Recovery,APB4,priority,4,2,0,none,115200,8,1,edge,50,32,32,50,1,ACTIVE,stress,0,4,1,0,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,10,96,20.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-000590,uart_loopback_test-000590,Uart_Loopback,APB3,static,2,3,1,none,115200,8,1,level,50,16,32,500,2,ACTIVE,regression,1,16,1,1,UVM_LOW,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,3,96,20.0,uart_loopback_test,uart_loopback_seq,APB3+UART
RUN-000591,irq_storm_test-000591,Irq_Storm,APB3,priority,4,5,1,none,115200,16,0,level,50,32,32,100,1,ACTIVE,functional,0,8,0,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p0,0,192,20.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-000592,uart_loopback_test-000592,Uart_Loopback,APB3,round_robin,2,7,0,odd,230400,32,0,level,100,8,16,250,2,ACTIVE,regression,1,16,1,1,UVM_LOW,1,1,0.0217,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p0,1,384,10.0,uart_loopback_test,uart_loopback_seq,APB3+UART
RUN-000593,irq_storm_test-000593,Irq_Storm,APB3,priority,2,3,0,odd,921600,8,1,edge,50,16,32,250,2,ACTIVE,stress,0,4,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,3,96,20.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-000594,reset_recovery_test-000594,Reset_Recovery,APB4,round_robin,16,2,4,none,115200,16,0,level,100,8,32,50,2,ACTIVE,functional,1,4,0,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,5,192,10.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-000595,reset_recovery_test-000595,Reset_Recovery,APB3,round_robin,4,3,0,even,115200,16,1,edge,50,16,32,500,3,ACTIVE,regression,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,2,192,20.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-000596,reg_sweep_test-000596,Reg_Sweep,APB4,priority,2,5,2,even,230400,32,0,level,50,32,32,100,2,ACTIVE,stress,1,4,1,1,UVM_LOW,0,1,0.0144,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,3,384,20.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-000597,irq_storm_test-000597,Irq_Storm,APB4,round_robin,8,6,0,odd,115200,8,1,level,100,8,16,100,2,ACTIVE,functional,0,8,0,1,UVM_MEDIUM,0,1,0.0324,-O2 -sv,+UVM_TESTNAME=auto,r1p2,8,96,10.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-000598,dma_burst_test-000598,Dma_Burst,APB3,static,4,5,2,even,460800,16,1,level,25,16,32,250,2,ACTIVE,functional,1,8,1,0,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,10,192,40.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-000599,uart_loopback_test-000599,Uart_Loopback,APB3,round_robin,16,1,4,none,230400,4,0,level,100,32,32,500,1,ACTIVE,stress,0,8,0,1,UVM_MEDIUM,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p2,1,48,10.0,uart_loopback_test,uart_loopback_seq,APB3+UART
RUN-000600,irq_storm_test-000600,Irq_Storm,APB3,round_robin,4,4,0,none,460800,32,0,level,25,16,32,100,1,PASSIVE,functional,0,8,0,1,UVM_LOW,0,1,0.0258,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,0,384,40.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-000601,backpressure_test-000601,Backpressure,APB3,round_robin,2,4,0,even,115200,16,0,edge,25,16,32,100,1,ACTIVE,stress,0,8,1,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p2,9,192,40.0,backpressure_test,backpressure_seq,APB3+UART
RUN-000602,reg_sweep_test-000602,Reg_Sweep,APB4,priority,8,6,1,even,921600,32,1,edge,100,32,32,100,3,ACTIVE,functional,0,4,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,7,384,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-000603,reset_recovery_test-000603,Reset_Recovery,APB3,round_robin,8,3,4,odd,921600,16,0,level,25,32,16,500,2,PASSIVE,stress,0,16,0,1,UVM_LOW,1,1,0.0074,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,0,192,40.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-000604,dma_burst_test-000604,Dma_Burst,APB4,priority,2,2,0,odd,921600,8,1,edge,50,32,32,100,1,ACTIVE,functional,0,4,1,0,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,4,96,20.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-000605,backpressure_test-000605,Backpressure,APB4,round_robin,4,5,2,odd,460800,8,0,level,100,32,32,50,1,ACTIVE,stress,0,8,1,1,UVM_MEDIUM,0,1,0.0243,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,11,96,10.0,backpressure_test,backpressure_seq,APB4+UART
RUN-000606,uart_loopback_test-000606,Uart_Loopback,APB3,round_robin,2,6,1,none,921600,16,0,edge,100,16,16,100,3,ACTIVE,functional,0,4,1,1,UVM_LOW,1,1,0.0225,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,1,192,10.0,uart_loopback_test,uart_loopback_seq,APB3+UART
RUN-000607,backpressure_test-000607,Backpressure,APB3,round_robin,2,6,4,none,460800,16,1,level,25,32,16,50,1,ACTIVE,stress,0,16,1,0,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r1p0,1,192,40.0,backpressure_test,backpressure_seq,APB3+UART
RUN-000608,reg_sweep_test-000608,Reg_Sweep,APB3,round_robin,2,2,1,odd,230400,8,1,edge,100,32,32,50,1,ACTIVE,stress,0,16,0,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,5,96,10.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-000609,parity_stress_test-000609,Parity_Stress,APB3,round_robin,16,2,2,even,460800,64,0,level,25,16,32,500,2,ACTIVE,functional,0,8,1,1,UVM_MEDIUM,0,1,0.0225,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p0,2,768,40.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-000610,irq_storm_test-000610,Irq_Storm,APB3,static,4,1,4,odd,115200,64,1,edge,50,16,32,500,1,ACTIVE,regression,1,8,1,0,UVM_LOW,0,1,0.0036,-O2 -sv,+UVM_TESTNAME=auto,r2p0,11,768,20.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-000611,reset_recovery_test-000611,Reset_Recovery,APB4,round_robin,8,2,0,odd,115200,4,1,level,100,32,32,500,2,ACTIVE,functional,0,4,1,1,UVM_MEDIUM,1,1,0.0253,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,5,48,10.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-000612,reg_sweep_test-000612,Reg_Sweep,APB3,static,4,5,1,none,460800,16,0,edge,200,32,32,50,2,ACTIVE,stress,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,3,192,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-000613,uart_loopback_test-000613,Uart_Loopback,APB3,priority,16,7,0,none,115200,16,0,edge,50,32,32,50,2,ACTIVE,functional,1,16,1,1,UVM_HIGH,1,1,0.0257,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,7,192,20.0,uart_loopback_test,uart_loopback_seq,APB3+UART
RUN-000614,backpressure_test-000614,Backpressure,APB4,round_robin,2,4,2,none,230400,16,0,level,50,16,32,100,3,ACTIVE,functional,0,8,1,1,UVM_MEDIUM,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,10,192,20.0,backpressure_test,backpressure_seq,APB4+UART
RUN-000615,reg_sweep_test-000615,Reg_Sweep,APB4,priority,4,7,2,odd,460800,4,1,edge,100,16,32,250,2,ACTIVE,regression,1,4,1,1,UVM_LOW,1,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,7,48,10.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-000616,reset_recovery_test-000616,Reset_Recovery,APB4,round_robin,8,3,2,even,921600,16,1,edge,50,8,16,250,2,ACTIVE,functional,0,16,1,0,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,11,192,20.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-000617,dma_burst_test-000617,Dma_Burst,APB3,priority,16,2,0,none,230400,64,0,level,50,16,16,100,1,ACTIVE,functional,0,8,1,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,5,768,20.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-000618,uart_loopback_test-000618,Uart_Loopback,APB3,priority,2,4,1,none,460800,8,0,edge,25,8,16,100,2,ACTIVE,stress,1,16,1,1,UVM_MEDIUM,0,1,0.0024,-O2 -sv,+UVM_TESTNAME=auto,r1p2,6,96,40.0,uart_loopback_test,uart_loopback_seq,APB3+UART
RUN-000619,uart_loopback_test-000619,Uart_Loopback,APB4,round_robin,2,7,4,odd,115200,32,0,edge,25,32,32,250,2,ACTIVE,functional,0,4,0,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,10,384,40.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-000620,reg_sweep_test-000620,Reg_Sweep,APB4,priority,8,5,1,none,115200,4,0,edge,25,32,16,50,1,ACTIVE,stress,0,16,1,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,7,48,40.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-000621,reset_recovery_test-000621,Reset_Recovery,APB4,round_robin,16,6,4,odd,460800,64,1,level,50,8,16,250,1,ACTIVE,regression,0,8,1,1,UVM_LOW,1,1,0.0066,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p2,9,768,20.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-000622,parity_stress_test-000622,Parity_Stress,APB3,priority,4,1,1,even,460800,16,1,edge,100,8,32,500,1,ACTIVE,functional,0,4,1,1,UVM_MEDIUM,1,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,0,192,10.0,parity_stress_test,parity_stress_seq,APB3+UART
RUN-000623,irq_storm_test-000623,Irq_Storm,APB3,round_robin,4,0,2,even,115200,32,1,level,200,32,32,50,3,ACTIVE,functional,0,4,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p0,5,384,5.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-000624,backpressure_test-000624,Backpressure,APB3,round_robin,4,3,0,odd,230400,32,1,level,50,16,32,100,2,ACTIVE,functional,0,16,1,1,UVM_MEDIUM,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,8,384,20.0,backpressure_test,backpressure_seq,APB3+UART
RUN-000625,reset_recovery_test-000625,Reset_Recovery,APB3,round_robin,4,6,0,odd,115200,4,0,edge,50,16,32,100,2,ACTIVE,stress,0,4,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r1p0,0,48,20.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-000626,reg_sweep_test-000626,Reg_Sweep,APB3,priority,4,4,4,none,230400,16,0,edge,100,8,32,100,1,ACTIVE,functional,0,16,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,8,192,10.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-000627,dma_burst_test-000627,Dma_Burst,APB3,static,4,6,1,odd,230400,16,0,level,50,16,32,250,2,ACTIVE,stress,0,16,0,1,UVM_HIGH,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,6,192,20.0,dma_burst_test,dma_burst_seq,APB3+UART
RUN-000628,dma_burst_test-000628,Dma_Burst,APB4,priority,8,7,2,none,115200,64,1,edge,100,16,32,100,1,PASSIVE,stress,0,8,0,1,UVM_LOW,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,9,768,10.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-000629,uart_loopback_test-000629,Uart_Loopback,APB4,round_robin,8,2,1,none,460800,8,0,level,100,32,32,100,3,ACTIVE,stress,1,8,1,1,UVM_LOW,1,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,9,96,10.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-000630,reg_sweep_test-000630,Reg_Sweep,APB3,priority,2,0,2,none,921600,32,1,level,100,16,16,100,1,ACTIVE,functional,0,8,1,1,UVM_LOW,0,1,0.0208,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,4,384,10.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-000631,backpressure_test-000631,Backpressure,APB4,static,4,0,4,none,115200,4,1,edge,25,32,16,100,2,ACTIVE,functional,1,8,1,1,UVM_HIGH,0,1,0.0274,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p0,10,48,40.0,backpressure_test,backpressure_seq,APB4+UART
RUN-000632,irq_storm_test-000632,Irq_Storm,APB4,priority,4,3,0,none,115200,16,1,level,50,8,32,100,1,ACTIVE,regression,0,8,1,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,2,192,20.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-000633,reset_recovery_test-000633,Reset_Recovery,APB4,round_robin,8,0,0,odd,115200,32,0,level,100,32,16,100,1,ACTIVE,functional,0,16,1,1,UVM_LOW,1,1,0.0316,-O0 -sv -debug,+UVM_TESTNAME=auto,r2p0,9,384,10.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-000634,reset_recovery_test-000634,Reset_Recovery,APB3,round_robin,4,6,2,even,1500000,8,1,edge,100,16,32,250,3,ACTIVE,stress,0,4,1,1,UVM_LOW,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p2,11,96,10.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-000635,reg_sweep_test-000635,Reg_Sweep,APB4,round_robin,16,0,0,even,921600,16,1,edge,50,16,32,250,3,PASSIVE,stress,0,4,0,0,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,3,192,20.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-000636,parity_stress_test-000636,Parity_Stress,APB4,round_robin,4,6,0,odd,230400,32,1,level,100,8,32,50,2,ACTIVE,regression,1,8,1,0,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,8,384,10.0,parity_stress_test,parity_stress_seq,APB4+UART
RUN-000637,reset_recovery_test-000637,Reset_Recovery,APB4,priority,8,3,0,odd,921600,8,1,edge,50,32,32,100,1,ACTIVE,regression,0,4,1,1,UVM_MEDIUM,1,1,0.013,-O2 -sv,+UVM_TESTNAME=auto,r1p0,9,96,20.0,reset_recovery_test,reset_recovery_seq,APB4+UART
RUN-000638,irq_storm_test-000638,Irq_Storm,APB3,static,8,4,0,even,230400,8,0,level,100,32,32,50,1,ACTIVE,regression,0,8,0,1,UVM_LOW,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,1,96,10.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-000639,reg_sweep_test-000639,Reg_Sweep,APB4,priority,4,1,0,even,921600,16,0,level,200,32,16,500,2,ACTIVE,stress,0,4,0,1,UVM_MEDIUM,0,1,0.0289,-O2 -sv,+UVM_TESTNAME=auto,r2p0,1,192,5.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-000640,reset_recovery_test-000640,Reset_Recovery,APB3,static,2,2,0,none,1500000,4,0,level,50,32,32,100,1,ACTIVE,stress,0,16,0,1,UVM_MEDIUM,0,1,0.0307,-O2 -sv,+UVM_TESTNAME=auto,r1p0,3,48,20.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-000641,uart_loopback_test-000641,Uart_Loopback,APB4,round_robin,2,4,2,even,1500000,16,1,level,100,16,32,250,1,PASSIVE,stress,0,4,1,1,UVM_MEDIUM,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r2p0,4,192,10.0,uart_loopback_test,uart_loopback_seq,APB4+UART
RUN-000642,reset_recovery_test-000642,Reset_Recovery,APB3,priority,4,6,0,even,460800,32,0,level,100,32,32,250,2,ACTIVE,stress,0,16,0,1,UVM_MEDIUM,1,1,0.0085,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,3,384,10.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-000643,backpressure_test-000643,Backpressure,APB4,static,2,3,1,odd,230400,4,1,level,25,32,16,100,1,ACTIVE,functional,1,4,1,1,UVM_LOW,1,1,0.0041,-O2 -sv,+UVM_TESTNAME=auto,r2p0,2,48,40.0,backpressure_test,backpressure_seq,APB4+UART
RUN-000644,dma_burst_test-000644,Dma_Burst,APB4,static,2,7,0,none,115200,4,0,level,25,16,32,100,1,ACTIVE,regression,0,16,1,1,UVM_MEDIUM,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r2p0,6,48,40.0,dma_burst_test,dma_burst_seq,APB4+UART
RUN-000645,reg_sweep_test-000645,Reg_Sweep,APB4,priority,4,0,0,odd,921600,4,0,level,50,16,32,250,1,ACTIVE,stress,0,4,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,10,48,20.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-000646,irq_storm_test-000646,Irq_Storm,APB3,static,8,6,1,odd,460800,4,0,edge,100,16,32,500,2,ACTIVE,functional,0,8,1,1,UVM_MEDIUM,0,1,0.0062,-O2 -sv,+UVM_TESTNAME=auto,r1p2,0,48,10.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-000647,backpressure_test-000647,Backpressure,APB4,priority,16,1,2,even,921600,8,0,edge,25,8,32,50,2,ACTIVE,stress,0,4,1,0,UVM_LOW,0,1,0.0365,-O2 -sv -assert svaext,+UVM_TESTNAME=auto -cm line+tgl,r1p2,8,96,40.0,backpressure_test,backpressure_seq,APB4+UART
RUN-000648,reset_recovery_test-000648,Reset_Recovery,APB3,static,8,6,1,even,115200,8,0,level,200,8,16,500,2,ACTIVE,stress,0,16,1,1,UVM_LOW,0,0,0.0,-O2 -sv -assert svaext,+UVM_TESTNAME=auto,r1p2,5,96,5.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-000649,reg_sweep_test-000649,Reg_Sweep,APB4,round_robin,2,1,0,even,460800,8,0,edge,200,16,32,100,2,ACTIVE,functional,0,8,0,1,UVM_MEDIUM,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,4,96,5.0,reg_sweep_test,reg_sweep_seq,APB4+UART
RUN-000650,irq_storm_test-000650,Irq_Storm,APB3,round_robin,16,4,0,even,115200,4,1,level,100,32,32,500,2,ACTIVE,functional,0,8,0,1,UVM_LOW,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto,r2p0,2,48,10.0,irq_storm_test,irq_storm_seq,APB3+UART
RUN-000651,reg_sweep_test-000651,Reg_Sweep,APB3,round_robin,4,3,2,odd,230400,64,0,level,200,16,32,100,1,ACTIVE,functional,0,8,0,1,UVM_MEDIUM,0,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r2p0,10,768,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-000652,reset_recovery_test-000652,Reset_Recovery,APB3,static,4,2,1,odd,115200,16,1,level,100,32,16,500,1,ACTIVE,regression,0,8,1,1,UVM_LOW,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p2,10,192,10.0,reset_recovery_test,reset_recovery_seq,APB3+UART
RUN-000653,reg_sweep_test-000653,Reg_Sweep,APB3,priority,8,2,2,none,230400,16,1,edge,200,32,32,100,2,ACTIVE,regression,0,16,1,1,UVM_LOW,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p0,1,192,5.0,reg_sweep_test,reg_sweep_seq,APB3+UART
RUN-000654,irq_storm_test-000654,Irq_Storm,APB4,static,8,7,0,even,921600,16,1,edge,100,16,32,50,1,ACTIVE,regression,0,16,0,1,UVM_LOW,1,0,0.0,-O2 -sv,+UVM_TESTNAME=auto -cm line+tgl,r1p0,1,192,10.0,irq_storm_test,irq_storm_seq,APB4+UART
RUN-000655,backpressure_test-000655,Backpressure,APB3,priority,4,6,0,odd,921600,8,0,level,100,16,32,50,1,ACTIVE,functional,1,8,0,1,UVM_LOW,0,1,0.024,-O2 -sv,+UVM_TESTNAME=auto,r1p0,1,96,10.0,backpressure_test,backpressure_seq,APB3+UART
RUN-000656,reg_sweep_test-000656,Reg_Sweep,APB4,priority,4,1,1,odd,460800,8,0,edge,25,32,16,250,2,PASSIVE,functional,0,16,0,1,UVM_HIGH,0,0,0.0,-O0 -sv -debug,+UVM_TESTNAME=auto -cm line+tgl,r1p0,10,96,40.0,reg_sweep_test,reg_sweep_seq,APB4+UART
